Date,Adj Close,Close,High,Low,Open,Volume,News
2010-01-20,22.27155303955078,30.6299991607666,31.239999771118164,30.350000381469727,30.760000228881836,21198800.0,"4Q Profit For Morgan Stanley (MS) After Huge Losses In 2008 (MS, C) | U.S Futures Slip Despite Optimism in the Economy (BAC, MS, WFC) | Company News for January 20, 2010 - Corporate Summary | Top 5 Stocks To Focus On Today (MS, BAC, MTB, EBAY, SBUX) | Banks Paid A TARP Premium (GS, MS)"
2010-01-21,21.333581924438477,29.34000015258789,30.549999237060547,28.239999771118164,30.290000915527344,56774400.0,"Take a stand already! | J.P. Morgan Getting Crushed! (JPM) | MS Faces Relatively Easy Year-Over-Year Comparables For 2010 | Company News for January 21, 2010 - Corporate Summary | Stock Market News for January 21, 2010 - Market News | Insight Into Goldman Sachs Earnings...What Main Street Should Be Worried About | Benzinga’s Top Downgrades (BSX, NI, BBI, MS) | President Obama To Announce Sweeping Banking Changes | Earnings Round-up For January 20 (MS, BK, NTRS, COH, STT, SLM, PGR, MI, HCBK, MTB, EBAY, SBUX, STX)"
2010-01-22,20.213823318481445,27.799999237060547,29.18000030517578,27.420000076293945,28.649999618530273,46713700.0,"Joe Terranova Believes In JPM And BAC | Market Round-up (GS, AMR, LUV, FCX, AA, POT, BNS, MS, CVC, SNI) | Novartis' MS Therapy Advances - Analyst Blog | Stock Market News for January 22, 2010 - Market News | Widening Of Corporate Spreads As Obama Plans To Curb Trading By Banks (BAC, MS, UBS)  | Hedge Fund Clients To Get Capital Raised By Morgan Stanley (MS)  | Benzinga's Daily Hedge Fund Briefing - January 22: Morgan Stanley To Raise Capital; Goldman To Wind Down  "
2010-01-23,20.19927978515625,27.779999415079754,28.96000035603841,27.400000254313152,28.50666618347168,38176100.0,
2010-01-24,20.184736251831055,27.759999593098957,28.740000406901043,27.380000432332356,28.363332748413086,29638500.0,
2010-01-25,20.17019271850586,27.739999771118164,28.520000457763672,27.360000610351562,28.219999313354492,21100900.0,"Acorda Drug Gets FDA Clearance - Analyst Blog | Slimmer Wall Street Bonuses Present Buying Opportunities (GS, C, JPM, MS) | HSBC (HBC) To Invest In Electric Car Project | Wall Street Companies Slash Pay Under Pressure From Washington (MS, JPM, GS) | Barclays (BCS) To Defer Bonuses Up To 3 Years | RiskMetrics (RMG) Under The Hammer, Interactive (IDC) May Follow Suit"
2010-01-26,19.872081756591797,27.329999923706055,28.290000915527344,27.209999084472656,27.68000030517578,24376400.0,More Checks for Biogen's Tysabri - Analyst Blog | E.I. DuPont De Nemours & Company (DD) Update | MS And Orascom Construction Industries Form Infrastructure JV | Markets May Crash: JPMorgan (JPM) At Risk | Joe Terranova Is Bullish On Oil
2010-01-27,20.360132217407227,27.950000762939453,28.110000610351562,26.90999984741211,27.34000015258789,31041900.0,"Benzinga’s Top Upgrades (MS, BBY, VPFG, CBE, VCBI)"
2010-01-28,20.025041580200195,27.489999771118164,28.25,27.1200008392334,28.200000762939453,25480700.0,
2010-01-29,19.507856369018555,26.780000686645508,27.850000381469727,26.649999618530273,27.829999923706055,21166100.0,Media Stocks to Face Tough 2010: Analyst Says On CNBC
2010-01-30,19.697250366210938,27.040000279744465,27.900000254313152,26.739999771118164,27.536666870117188,20630700.0,
2010-01-31,19.88664436340332,27.299999872843426,27.950000127156574,26.829999923706055,27.24333381652832,20095300.0,
