Date,Adj Close,Close,High,Low,Open,Volume,News
2018-11-13,51.675594329833984,51.8025016784668,52.83024978637695,51.557498931884766,52.16450119018555,30274000.0,"Startup Point Of Sale Operating System Poynt Raises $100M | Day After Selloff, Earnings, Trade News Seem To Offer Lift"
2018-11-14,52.05516052246094,52.18299865722656,52.72819900512695,51.54999923706055,52.5,31318000.0,"Moderate Inflation, Positive Retail Earnings Offer Lift In Back-And-Forth Market | UPDATE: JANA Partners 13F Shows Fund Liquidated Stakes In Alphabet, Facebook, Wells Fargo, Grubhub"
2018-11-15,53.10508346557617,53.23550033569336,53.592498779296875,51.5890007019043,52.23550033569336,36722000.0,"Tablet Boom Fades As Smartphones, Sleek Laptops Take Over | Q3 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolio | Loup's Munster Calls Google 'the oxygen of the internet,' Says Believes In The Co. Because They Are Changing The World | Loup's Munster On Alphabet/Google Notes Short-Term For Stock/Co. Will Be Up And Down Amid Questions About Data, Privacy, But Says For An Investor With Greater Than A 1-Year View, 'this is a great story to own'"
2018-11-16,52.94447708129883,53.074501037597656,53.349998474121094,52.44900131225586,52.97050094604492,33162000.0,Munster: There's Something 'Fundamentally Wrong' With Facebook | Loud And Clear: Sonos Boasts High Demand In Q4 Print
2018-11-17,52.25467173258463,52.38300069173177,53.246499379475914,51.90366744995117,52.933667500813804,34498666.666666664,"Pot Stocks, ETFs, Top News And Data From The Cannabis Industry This Week"
2018-11-18,51.564866383870445,51.69150034586588,53.14300028483073,51.358333587646484,52.89683405558268,35835333.333333336,
2018-11-19,50.87506103515625,51.0,53.03950119018555,50.8129997253418,52.86000061035156,37172000.0,"Several tech and tech-related stocks moving lower despite no company-specific news; Move may be linked to reports Apple cut iPhone production orders, as well as sell off in the overall market."
2018-11-20,51.162353515625,51.28799819946289,51.58700180053711,49.80099868774414,50.0,48982000.0,"This Leveraged ETF Rapidly Became One Of November's Best | Tech Shares, Retailer Earnings Roil Markets In Continuing Sell-Off"
2018-11-21,51.75340270996094,51.88050079345703,52.428001403808594,51.673500061035156,51.8380012512207,30686000.0,A Perspective On The Recent Meltdown In FAANG Stocks
2018-11-22,51.410993576049805,51.53725051879883,52.153751373291016,51.396724700927734,51.66900062561035,22258000.0,
2018-11-23,51.06858444213867,51.194000244140625,51.87950134277344,51.11994934082031,51.5,13830000.0,
2018-11-24,51.47990798950195,51.60633341471354,52.07483418782552,51.31179936726888,51.639166514078774,22172000.0,
2018-11-25,51.891231536865234,52.01866658528646,52.2701670328776,51.503649393717446,51.778333028157554,30514000.0,
2018-11-26,52.302555084228516,52.430999755859375,52.46549987792969,51.695499420166016,51.91749954223633,38856000.0,KeyBanc Sees 'Significant Runway' For AMD In Cloud Data Processors | A Black Friday Recap: Holiday Season 'Off To A Mixed Start' | A Russian Communications Watchdog Has Opened An Administrative Case Against Google
2018-11-27,52.09257125854492,52.22050094604492,52.87900161743164,51.92449951171875,52.04999923706055,36064000.0,Analyst: FANG Stocks Growth Fundamentals Remain Relatively Strong | YouTube Unit Of Alphabet Inc's Google Says Aims To Make All Future Original Programming Ad-Supported; Say Strategy Shift Follows Global User And Advertiser Demand | Waymo Says Deborah Hersman Will Join Co. As Chief Safety Officer And Amee Chande Will Join As Chief Commercial Officer | Upbeat Sentiment On Retail Wanes After Trump Comments On Trade | Some Google Employees Calling On The Company To Cancel Project Dragonfly
2018-11-28,54.17844772338867,54.311500549316406,54.34199905395508,51.78799819946289,52.4379997253418,49508000.0,US House Judiciary Committee To Hold Dec. 5 Hearing With Google CEO Pichai On Social Media Practices
2018-11-29,54.28169631958008,54.415000915527344,54.712249755859375,53.79999923706055,53.80400085449219,29378000.0,'White House to Hold Roundtable With Tech Executives' -WSJ
