Date,Adj Close,Close,High,Low,Open,Volume,News
2011-03-17,48.25580978393555,54.650001525878906,55.2400016784668,54.130001068115234,55.0099983215332,94434500.0,"ETFs To Watch March 17, 2011 (CZI, EZJ, TMF, VNM)"
2011-03-18,48.14704132080078,54.45000076293945,55.220001220703125,54.40999984741211,55.220001220703125,94887200.0,
2011-03-19,48.45653279622396,54.800000508626304,55.40666707356771,54.43999989827474,55.24000040690104,82399133.33333333,
2011-03-20,48.76602427164713,55.15000025431315,55.59333292643229,54.46999994913737,55.25999959309896,69911066.66666667,
2011-03-21,49.07551574707031,55.5,55.779998779296875,54.5,55.279998779296875,57423000.0,
2011-03-22,48.987091064453125,55.400001525878906,55.61000061035156,55.279998779296875,55.58000183105469,36162100.0,
2011-03-23,49.26119613647461,55.709999084472656,55.869998931884766,54.81999969482422,55.20000076293945,60365100.0,"Stocks Grind Higher On Wednesday (SPY, QQQQ, GLD, USO, TLT, UUP) | Doug Kass Shorting Broader ETFs (IWM, SPY, QQQ) | Reminder: QQQQ Changes To QQQ Today (QQQQ, QQQ) | PowerShares QQQ Ticker to Change from ‘QQQQ' to ‘QQQ'"
2011-03-24,50.136600494384766,56.70000076293945,56.81999969482422,55.81999969482422,56.130001068115234,69502400.0,
2011-03-25,50.260398864746094,56.84000015258789,57.220001220703125,56.72999954223633,56.880001068115234,74131100.0,"Stocks Rise To Close Out Week (SPY, QQQQ, GLD, USO, TLT, UUP) | ETF Plays For Research In Motion Earnings/Guidance"
2011-03-26,50.169029235839844,56.73666636149088,57.18000030517578,56.653333028157554,56.95000076293945,62028733.333333336,
2011-03-27,50.077659606933594,56.63333257039388,57.13999938964844,56.576666514078774,57.02000045776367,49926366.66666667,
2011-03-28,49.986289978027344,56.529998779296875,57.099998474121094,56.5,57.09000015258789,37824000.0,"Stocks Give Back Gains At The Close; Finish Lower (SPY, QQQQ, GLD, USO, TLT, UUP) | Five Critical ETFs For Q1 Earnings | Nasdaq Now Negative (QQQ) | U.S. Indices Are Moving Lower On Strong Volume (SPY, QQQ, DIA)"
2011-03-29,50.472599029541016,57.08000183105469,57.08000183105469,56.22999954223633,56.400001525878906,47994800.0,"Stocks Rise In Broad Market Rally (SPY, QQQ, GLD, USO, TLT, UUP) | Doug Kass Shorting Nasdaq ETF (QQQ) | Markets Rally Off Open, VIX Spikes Lower (SPY, QQQ, DIA, VIXY)"
2011-03-30,50.71134948730469,57.349998474121094,57.43000030517578,57.08000183105469,57.36000061035156,44935900.0,
2011-03-31,50.78209686279297,57.43000030517578,57.47999954223633,57.150001525878906,57.25,50004300.0,"Major Averages Closed Mixed In Quiet Session (SPY, QQQQ, GLD, USO, TLT, UUP) | Market Update (SPY, DIA, QQQ)"
2011-04-01,50.80861282348633,57.459999084472656,57.900001525878906,57.290000915527344,57.720001220703125,68031800.0,"Markets Giving Back Gains (SPY, QQQ)"
2011-04-02,50.75261306762695,57.39666620890299,57.82666778564453,57.20000076293945,57.686667124430336,61574233.333333336,
2011-04-03,50.69661331176758,57.333333333333336,57.753334045410156,57.11000061035156,57.653333028157554,55116666.66666667,
2011-04-04,50.6406135559082,57.27000045776367,57.68000030517578,57.02000045776367,57.619998931884766,48659100.0,"Stocks Close Near The Flatline In Quiet Session (SPY, QQQ, GLD, USO, TLT, UUP)"
2011-04-05,50.507999420166016,57.119998931884766,57.4900016784668,57.0,57.15999984741211,55349400.0,Pre-Market News And Views for April 5th 2011 | QQQ Could See Major Rebalancing
