Date,Adj Close,Close,High,Low,Open,Volume,News
2006-12-01,20.750568389892578,29.1200008392334,29.299999237060547,28.899999618530273,29.229999542236328,72257000.0,
2006-12-02,20.800447463989258,29.190000534057617,29.373332977294922,28.989999771118164,29.229999542236328,66545800.0,
2006-12-03,20.850326538085938,29.260000228881836,29.446666717529297,29.079999923706055,29.229999542236328,60834600.0,
2006-12-04,20.900205612182617,29.329999923706055,29.520000457763672,29.170000076293945,29.229999542236328,55123400.0,"The Retooling of a Search Engine : Ask.com is introducing AskCity, a service that integrates maps with information about local businesses, restaurants, listings and reviews.What’s Wrong With My Voting Machine? : To the long list of recent Election Day horrors, from butterfly ballots to six-hour lines, add ""vote flipping."""
2006-12-05,20.757688522338867,29.1299991607666,29.399999618530273,29.030000686645508,29.360000610351562,45606000.0,
2006-12-06,20.65793228149414,28.989999771118164,29.1299991607666,28.8700008392334,29.100000381469727,48564100.0,"Combat as Usual? Not With These Games : A few developers have gone beyond creating games just like the ones that made money last year and the year before.Duking It Out for a Houseful of Smiles : Microsoft and Sony are duking it out for dominance at the top end of the video game business.Combat as Usual? Not With These Games : THIS year, thousands of people lined up to buy the latest gaming consoles as dozens of politicians lined up to bemoan what they said were the harmful effects of violent video games on children.     The new consoles, Nintendo's Wii and Sony's PlayS...Yes, It’s a Spoof, but It’s Also Selling Something : Advertising agencies have turned to spoofing their own industry to attract viewers long enough to deliver a new message.Spam Doubles, Finding New Ways to Deliver Itself : The surge has left the antispam industry scrambling to develop new techniques to keep up.2 Hired to Overhaul Marketing Leave Their Posts at Wal-Mart : The departures coincide with slowing sales growth and several marketing stumbles at Wal-Mart, like designer-inspired fashions that have failed to sell.A Capacitor to Set Off the Blue in Your Eyes : Folks who are seeking up-to-the-nanosecond styles can choose from a growing list of jewelry laden with technology. The DVD Tackles the 21st Century : Comparing two new high-definition discs. And the winner is ...Surprising Skills : With no one looking, gadgets learned to connect the dots."
2006-12-07,20.55817222595215,28.850000381469727,29.06999969482422,28.809999465942383,28.959999084472656,46831100.0,Vista Is Ready. Are You? : Why it might be a better idea to wait until you need a new PC to get the latest version of Windows. 
2006-12-08,20.95008659362793,29.399999618530273,29.399999618530273,28.799999237060547,28.81999969482422,108854900.0,
2006-12-09,20.98334312438965,29.446666717529297,29.516666412353516,28.90333302815755,28.94333330790202,108473933.33333333,
2006-12-10,21.016599655151367,29.49333381652832,29.633333206176758,29.00666681925456,29.066666920979817,108092966.66666667,
2006-12-11,21.049856185913086,29.540000915527344,29.75,29.110000610351562,29.190000534057617,107712000.0,
2006-12-12,20.971473693847656,29.43000030517578,29.6299991607666,29.219999313354492,29.559999465942383,68529400.0,"Take the Hotel Room Home : Hotels have become miniature malls, putting a price tag on nearly whatever you see, hear, taste, touch and smell during your stay. Google to Issue Transferable Stock Options : The move will enable Google's employees to earn more money from stock options."
2006-12-13,21.05698013305664,29.549999237060547,29.600000381469727,29.31999969482422,29.600000381469727,46002500.0,Google to Offer Variation on Stock Options : Google said that it would grant employees transferable stock options that could be sold as well as exercised.
2006-12-14,21.427526473999023,30.06999969482422,30.079999923706055,29.520000457763672,29.540000915527344,85866500.0,
2006-12-15,21.513032913208008,30.190000534057617,30.229999542236328,30.030000686645508,30.139999389648438,102783700.0,"Law Firms’ Merger Will Expand Reach : Kirkpatrick & Lockhart Nicholson Graham and Preston Gates & Ellis agreed to merge yesterday to form one of the nation’s largest law firms, with 1,400 lawyers and expected 2007 revenue of $750 million.Nintendo Tries to Rein in the ‘Whee!’ of Its Wii : Nintendo is taking steps to keep users of its new console from damaging televisions, ceiling fans and bystanders."
2006-12-16,21.441774368286133,30.09000015258789,30.239999771118164,29.946667353312176,30.156666437784832,87518066.66666667,
2006-12-17,21.370515823364258,29.989999771118164,30.25,29.86333401997884,30.173333485921223,72252433.33333334,
2006-12-18,21.299257278442383,29.889999389648438,30.260000228881836,29.780000686645508,30.190000534057617,56986800.0,
2006-12-19,21.370521545410156,29.989999771118164,30.170000076293945,29.530000686645508,29.709999084472656,53822100.0,"Finally, a Way to Catch a Flight Without Shedding Your Shoes : The T.S.A. has approved a machine that scans air passengers’ shoes, while on their feet, for suspicious metal and signs of potentially explosive material."
2006-12-20,21.4417724609375,30.09000015258789,30.239999771118164,29.969999313354492,29.989999771118164,31202100.0,Google Steps More Boldly Into PayPal&#8217;s Territory : Google’s aggressive promotion of its Checkout payment service has helped speed its adoption by online merchants.The Bonus Army : To see the embodiment of our economic system in action — for better and worse — one need look no farther than Goldman Sachs.
2006-12-21,21.36338996887207,29.979999542236328,30.139999389648438,29.889999389648438,30.1299991607666,32270500.0,
2006-12-22,21.121118545532227,29.639999389648438,29.860000610351562,29.6200008392334,29.829999923706055,37971700.0,
2006-12-23,21.18346929550171,29.72749948501587,29.895000457763672,29.565000534057617,29.755000114440918,37753350.0,
2006-12-24,21.24582004547119,29.8149995803833,29.93000030517578,29.510000228881836,29.68000030517578,37535000.0,
2006-12-25,21.308170795440674,29.902499675750732,29.96500015258789,29.454999923706055,29.605000495910645,37316650.0,
2006-12-26,21.370521545410156,29.989999771118164,30.0,29.399999618530273,29.530000686645508,37098300.0,"Addressing a Shortage of Hotel Rooms, Not People : Demand for hotel rooms is soaring in India, pushing peak season rates for basic rooms into the stratosphere.Verizon to Allow Ads on Its Mobile Phones : The move is a symbolic advance toward the widespread appearance of marketing messages on the smallest of screens."
2006-12-27,21.39189338684082,30.020000457763672,30.1299991607666,29.90999984741211,29.989999771118164,31248400.0,
2006-12-28,21.36338996887207,29.979999542236328,30.030000686645508,29.809999465942383,29.860000610351562,26690600.0,"Google Wins Dismissal of Patent Lawsuit : Google won a dismissal of a lawsuit filed by a Wisconsin company over four patents covering database search technology.Considering a Media Center PC : I see lots of machines with ""Windows XP Media Center Edition 2005."" What is the difference between this and good old XP?Brilliant Ideas That Found a Welcome : A top 10 list — not of the greatest tech products, but of the greatest individual features that surfaced in 2006."
2006-12-29,21.277881622314453,29.860000610351562,30.149999618530273,29.829999923706055,29.860000610351562,41739800.0,
2006-12-30,21.277881622314453,29.860000610351562,30.16999969482422,29.743999862670897,29.870000457763673,48778860.0,
2006-12-31,21.277881622314453,29.860000610351562,30.189999771118163,29.657999801635743,29.88000030517578,55817920.0,
2007-01-01,21.277881622314453,29.860000610351562,30.20999984741211,29.571999740600585,29.89000015258789,62856980.0,
2007-01-02,21.277881622314453,29.860000610351562,30.229999923706053,29.48599967956543,29.9,69896040.0,
2007-01-03,21.277881622314453,29.860000610351562,30.25,29.399999618530273,29.90999984741211,76935100.0,
2007-01-04,21.24225425720215,29.809999465942383,29.969999313354492,29.440000534057617,29.700000762939453,45774500.0,"For the Well-Dressed iPod, a Leather Jacket in the Color of Your Choice : Rooting for Manchester United or the Giants to win? Get an iPod case in your team colors.Fewer Excuses For Not Doing A PC Backup : If there's one New Year's resolution even more likely to fail than ''I vow to lose weight,'' it's ''I vow to start backing up my computer.''     After all, setting up and remembering to use a backup system is a huge hassle. The odds are good that ...New Disc May Sway DVD Wars : Warner Brothers plans to announce a single videodisc that can play films and television programs in both Blu-ray and HD-DVD, the rival DVD technologies.Importing Contacts From Eudora : Is there a way to transfer a large address book from Eudora to another e-mail program?Corrections : A headline in Business Day yesterday about a lawsuit brought by Intertainer, a digital media company, against Apple Computer, Google and Napster misstated the nature of the litigation. It involves a patent, not a copyright.  Who Is That Wearing That Milk Mustache? : Brand mascots are everywhere these days, as marketers look for new ways to spread their messages across a variety of media.Fewer Excuses for Not Doing a PC Backup : Online backups, where files are shuttled off to the Internet for safekeeping, are suddenly becoming effortless, capacious and even free."
2007-01-05,21.121118545532227,29.639999389648438,29.75,29.450000762939453,29.6299991607666,44607200.0,
2007-01-06,21.189997990926106,29.736666361490887,29.866666793823242,29.476667404174805,29.63666598002116,46478200.0,
2007-01-07,21.258877436319988,29.833333333333332,29.983333587646484,29.503334045410156,29.643332799275715,48349200.0,
2007-01-08,21.327756881713867,29.93000030517578,30.100000381469727,29.530000686645508,29.649999618530273,50220200.0,"Microsoft and Ford Combine Products : Bill Gates unveiled a partnership with the Ford Motor Company to build Microsoft technology into several Ford models.For Parents, New Ways to Control the Action : It is not overreaching to say that if you have young children who play computer games or use the Internet you are basically remiss if you do not upgrade to Vista as soon as possible.Console Sales Beat Goals, Makers’ Early Reports Say : Video game makers are shipping more consoles than expected, setting the stage for what may be a multiyear battle among Sony, Microsoft and Nintendo.TODAY IN BUSINESS : A BOLD NEW TOYOTA -- Toyota is making some surprisingly aggressive moves this week at the International Auto Show as it moves into markets long dominated by its American and European rivals. And they mark a notable shift for a company where conser...A Personal Computer to Carry in a Pocket : The newest cellphone screens are evolving to adopt more and more characteristics of a personal computer."
2007-01-09,21.349138259887695,29.959999084472656,30.18000030517578,29.729999542236328,30.0,44636600.0,"Corrections : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco -- not Las Vegas, where the ...Corrections: For the Record : Because of an editing error, an article in Business Day yesterday about announcements by Sony and Microsoft regarding sales of their latest game consoles carried an incorrect dateline. The reporter was in San Francisco &#151; not Las Vegas, where ...Corrections: For the Record : Corrections: For the Record"
2007-01-10,21.13536262512207,29.65999984741211,29.889999389648438,29.43000030517578,29.799999237060547,55017400.0,
