Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2010-01-04 00:00:00-05:00,6.487648760031455,6.520173568499162,6.455731907080707,6.505279064178467,493729600,0.0,0.0,AAPL
2010-01-05 00:00:00-05:00,6.52321421022255,6.553307198736628,6.48217761578955,6.516526699066162,601904800,0.0,0.0,AAPL
2010-01-06 00:00:00-05:00,6.516526780439645,6.542364486203497,6.406185280050386,6.412872791290283,552160000,0.0,0.0,AAPL
2010-01-07 00:00:00-05:00,6.436583142489767,6.444182588138157,6.354510752866731,6.401018142700195,477131200,0.0,0.0,AAPL
2010-01-08 00:00:00-05:00,6.392505950561318,6.4441813594276445,6.354814330711533,6.443572998046875,447610800,0.0,0.0,AAPL
2010-01-11 00:00:00-05:00,6.468498731810484,6.474578287134889,6.336271650263173,6.386731147766113,462229600,0.0,0.0,AAPL
2010-01-12 00:00:00-05:00,6.3587671065993145,6.376398229315331,6.274567669715953,6.314083576202393,594459600,0.0,0.0,AAPL
2010-01-13 00:00:00-05:00,6.318641856920551,6.411656214021937,6.204044672212661,6.403144836425781,605892000,0.0,0.0,AAPL
2010-01-14 00:00:00-05:00,6.386731700524291,6.397370517417954,6.353598526983488,6.366061210632324,432894000,0.0,0.0,AAPL
2010-01-15 00:00:00-05:00,6.411658403534917,6.4320249211663825,6.257849251340729,6.259673118591309,594067600,0.0,0.0,AAPL
2010-01-19 00:00:00-05:00,6.33262397899547,6.541147858523978,6.299491619687901,6.536588191986084,730007600,0.0,0.0,AAPL
2010-01-20 00:00:00-05:00,6.532637658721542,6.5520918336123595,6.368189714388911,6.435975551605225,612152800,0.0,0.0,AAPL
2010-01-21 00:00:00-05:00,6.446614415429005,6.484002470511563,6.298580055005082,6.324721336364746,608154400,0.0,0.0,AAPL
2010-01-22 00:00:00-05:00,6.2855098906857325,6.307395482724736,5.9930901180058616,6.011023998260498,881767600,0.0,0.0,AAPL
2010-01-25 00:00:00-05:00,6.155712865308881,6.222281966343448,6.085191647500908,6.172735214233398,1065699600,0.0,0.0,AAPL
2010-01-26 00:00:00-05:00,6.260278934283633,6.496160408738651,6.1578408604640265,6.259974956512451,1867110000,0.0,0.0,AAPL
2010-01-27 00:00:00-05:00,6.287638001271244,6.401018902896276,6.0651310763998065,6.3189473152160645,1722568400,0.0,0.0,AAPL
2010-01-28 00:00:00-05:00,6.229274853383183,6.246600775858691,6.039900747183888,6.057834625244141,1173502400,0.0,0.0,AAPL
2010-01-29 00:00:00-05:00,6.1122460858740695,6.146290788308511,5.783045428613081,5.838064193725586,1245952400,0.0,0.0,AAPL
2010-02-01 00:00:00-05:00,5.847486652364809,5.957828151950953,5.814961841442629,5.919223785400391,749876400,0.0,0.0,AAPL
2010-02-02 00:00:00-05:00,5.95509256795787,5.967555250754001,5.878187815089328,5.9535722732543945,698342400,0.0,0.0,AAPL
2010-02-03 00:00:00-05:00,5.932599515285719,6.085497121274571,5.909801583245718,6.05601167678833,615328000,0.0,0.0,AAPL
2010-02-04 00:00:00-05:00,5.980018486831114,6.029870037700893,5.823169989909684,5.837760925292969,757652000,0.0,0.0,AAPL
2010-02-05 00:00:00-05:00,5.8553896548159745,5.957827724739812,5.80128242529284,5.941412925720215,850306800,0.0,0.0,AAPL
2010-02-08 00:00:00-05:00,5.948405195247873,6.014974705424955,5.897033762320948,5.900681495666504,478270800,0.0,0.0,AAPL
2010-02-09 00:00:00-05:00,5.9705960115943375,6.00342480688871,5.919832929440546,5.963604927062988,632886800,0.0,0.0,AAPL
2010-02-10 00:00:00-05:00,5.954483911158171,5.976066739196143,5.904937156826471,5.9310784339904785,370361600,0.0,0.0,AAPL
2010-02-11 00:00:00-05:00,5.923782441146266,6.071816348674682,5.898856673168657,6.038987159729004,550345600,0.0,0.0,AAPL
2010-02-12 00:00:00-05:00,6.021967801215763,6.129269963770349,5.942631603657514,6.090969562530518,655468800,0.0,0.0,AAPL
2010-02-16 00:00:00-05:00,6.138387442851208,6.191582341806933,6.125620780738397,6.182767391204834,543737600,0.0,0.0,AAPL
2010-02-17 00:00:00-05:00,6.206780706038166,6.210428439669631,6.105558126989329,6.156929969787598,436396800,0.0,0.0,AAPL
2010-02-18 00:00:00-05:00,6.128962739686669,6.197660901678084,6.10738113044109,6.1684794425964355,422825200,0.0,0.0,AAPL
2010-02-19 00:00:00-05:00,6.1359544342461785,6.176686232484818,6.11315610452252,6.130178451538086,415469600,0.0,0.0,AAPL
2010-02-22 00:00:00-05:00,6.15054603571416,6.155409274394797,6.0547950633430725,6.0921831130981445,390563600,0.0,0.0,AAPL
2010-02-23 00:00:00-05:00,6.079415838419128,6.119844067766711,5.949012629501196,5.990048408508301,575094800,0.0,0.0,AAPL
2010-02-24 00:00:00-05:00,6.02561428324617,6.123189133345396,6.013759148375073,6.099479675292969,460566400,0.0,0.0,AAPL
2010-02-25 00:00:00-05:00,5.999776143313747,6.16635190545207,5.984881638193714,6.1402106285095215,665126000,0.0,0.0,AAPL
2010-02-26 00:00:00-05:00,6.151762559423136,6.236570345651811,6.1402118076077485,6.219851970672607,507460800,0.0,0.0,AAPL
2010-03-01 00:00:00-05:00,6.254199232994998,6.368188459461004,6.24508030591702,6.352686405181885,550093600,0.0,0.0,AAPL
2010-03-02 00:00:00-05:00,6.381258534800709,6.408616125311995,6.314689033713396,6.348430156707764,566546400,0.0,0.0,AAPL
2010-03-03 00:00:00-05:00,6.3511670508836,6.379436175440211,6.320770081663285,6.363021373748779,372052800,0.0,0.0,AAPL
2010-03-04 00:00:00-05:00,6.361502014000714,6.411352749100809,6.341743051441421,6.404969215393066,366041200,0.0,0.0,AAPL
2010-03-05 00:00:00-05:00,6.533549503730886,6.678239690246796,6.524126191899964,6.655441761016846,899620400,0.0,0.0,AAPL
2010-03-08 00:00:00-05:00,6.687662912524058,6.69009432920217,6.63416403455287,6.659393787384033,429889600,0.0,0.0,AAPL
2010-03-09 00:00:00-05:00,6.635987813012752,6.839344098649449,6.623221150782054,6.779158115386963,920259200,0.0,0.0,AAPL
2010-03-10 00:00:00-05:00,6.803780694380684,6.853935821479911,6.784630495910808,6.834481239318848,596218000,0.0,0.0,AAPL
2010-03-11 00:00:00-05:00,6.806211812076511,6.85454225540161,6.788277121004685,6.854542255401611,405700400,0.0,0.0,AAPL
2010-03-12 00:00:00-05:00,6.9113841021468785,6.922327302232605,6.862141325140443,6.887979030609131,416323600,0.0,0.0,AAPL
2010-03-15 00:00:00-04:00,6.850893268642397,6.854540189630876,6.69495594341622,6.804081916809082,493502800,0.0,0.0,AAPL
2010-03-16 00:00:00-04:00,6.81441864209923,6.838736055002332,6.76365556579628,6.822625637054443,446908000,0.0,0.0,AAPL
2010-03-17 00:00:00-04:00,6.836301955800847,6.883417282723717,6.786755213073313,6.812592506408691,450956800,0.0,0.0,AAPL
2010-03-18 00:00:00-04:00,6.811985649611424,6.839343650839227,6.766694582069233,6.828704833984375,342109600,0.0,0.0,AAPL
2010-03-19 00:00:00-04:00,6.832960343413586,6.846638937823005,6.724746281737437,6.755751609802246,559445600,0.0,0.0,AAPL
2010-03-22 00:00:00-04:00,6.7016449540193745,6.869741009789319,6.691917665288909,6.831744194030762,456419600,0.0,0.0,AAPL
2010-03-23 00:00:00-04:00,6.858797910583709,6.9542453205678045,6.811986139031441,6.941478252410889,602431200,0.0,0.0,AAPL
2010-03-24 00:00:00-04:00,6.919591996896458,6.997408686236932,6.915639879858816,6.972178936004639,597780400,0.0,0.0,AAPL
2010-03-25 00:00:00-04:00,7.019294385557204,7.020814680346297,6.877339599078339,6.889498710632324,542284400,0.0,0.0,AAPL
2010-03-26 00:00:00-04:00,6.959413742503743,7.050604656565501,6.947254629286254,7.018688201904297,640875200,0.0,0.0,AAPL
2010-03-29 00:00:00-04:00,7.0825207688332865,7.108965618237485,7.04057264675812,7.0639777183532715,540744400,0.0,0.0,AAPL
2010-03-30 00:00:00-04:00,7.191948754601798,7.218698796462646,7.1205152012577715,7.1691508293151855,527310000,0.0,0.0,AAPL
2010-03-31 00:00:00-04:00,7.158211113159261,7.192255821996412,7.126901799233805,7.14331579208374,430659600,0.0,0.0,AAPL
2010-04-01 00:00:00-04:00,7.2165739763225245,7.256697434804789,7.074923524993114,7.172801971435547,603145200,0.0,0.0,AAPL
2010-04-05 00:00:00-04:00,7.1427077178301115,7.250009048173818,7.136323777717752,7.249401092529297,684507600,0.0,0.0,AAPL
