Date,Adj Close,Close,High,Low,Open,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,DistRoBERTa_adjusted_score,DistRoBERTa_raw_score,DistRoBERTa_adjusted_predictions,DistRoBERTa_raw_predictions,FinBERT_sentiment_scores,FinBERT_sentiment_vector,FinBERT_adjusted_score,FinBERT_raw_score,FinBERT_adjusted_predictions,FinBERT_raw_predictions,DeBERTa_sentiment_scores,DeBERTa_sentiment_vector,DeBERTa_adjusted_score,DeBERTa_raw_score,DeBERTa_adjusted_predictions,DeBERTa_raw_predictions
2011-03-03,0.4785220623016357,0.5217499732971191,0.5337499976158142,0.5059999823570251,0.5307499766349792,1593704000.0,Nvidia Goes Negative (NVDA),-0.005270684497833555,,,"[{'label': 'negative', 'score': 0.9870167374610901}, {'label': 'neutral', 'score': 0.012424523010849953}, {'label': 'positive', 'score': 0.000558778119739145}]","(0.012424523010849953, 0.000558778119739145, 0.9870167374610901)",-0.9988683840153519,-0.9870167374610901,0,0,"[{'label': 'negative', 'score': 0.8250963091850281}, {'label': 'neutral', 'score': 0.15981334447860718}, {'label': 'positive', 'score': 0.015090339817106724}]","(0.15981334447860718, 0.015090339817106724, 0.8250963091850281)",-0.964078601260734,-0.8250963091850281,0,0,"[{'label': 'negative', 'score': 0.9971210360527039}, {'label': 'neutral', 'score': 0.0023620035499334335}, {'label': 'positive', 'score': 0.0005169161595404148}]","(0.0023620035499334335, 0.0005169161595404148, 0.9971210360527039)",-0.998963719937891,-0.9971210360527039,0,0
2011-03-04,0.4759999513626098,0.5189999938011169,0.5274999737739563,0.5132499933242798,0.5222499966621399,959760000.0,,-0.004656397593993597,-0.0052846235558628015,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2011-03-05,0.4737834831078847,0.5165833234786987,0.5264999866485596,0.5084166626135508,0.5224166711171468,979553333.3333334,,-0.004678181065049159,-0.004667272384634879,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2011-03-06,0.4715670148531596,0.5141666531562805,0.5254999995231628,0.5035833319028219,0.5225833455721537,999346666.6666666,,-0.004700169308108879,-0.004689158002200608,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2011-03-07,0.4693505465984344,0.5117499828338623,0.5245000123977661,0.4987500011920929,0.5227500200271606,1019140000.0,"Goldman Sachs Gives Color On Semiconductors (NVDA, NSM, TXN) | Auriga Still Not Sure Where Reality Lies For NVidia",-0.04494376722332623,-0.004711249837748346,,"[{'label': 'neutral', 'score': 0.9714615345001221}, {'label': 'positive', 'score': 0.02797609008848667}, {'label': 'negative', 'score': 0.0005624057957902551}]","(0.9714615345001221, 0.02797609008848667, 0.0005624057957902551)",0.9605861641713144,0.02797609008848667,0,0,"[{'label': 'neutral', 'score': 0.8611641526222229}, {'label': 'positive', 'score': 0.09730396419763565}, {'label': 'negative', 'score': 0.041531868278980255}]","(0.8611641526222229, 0.09730396419763565, 0.041531868278980255)",0.40171254728529165,0.09730396419763565,0,0,"[{'label': 'neutral', 'score': 0.9989861845970154}, {'label': 'positive', 'score': 0.000630128663033247}, {'label': 'negative', 'score': 0.0003836885734926909}]","(0.9989861845970154, 0.000630128663033247, 0.0003836885734926909)",0.2430813766641371,0.000630128663033247,0,0
2011-03-08,0.4482563436031341,0.488750010728836,0.5199999809265137,0.4779999852180481,0.5172500014305115,1947184000.0,"JPM Says ""Our Bearish View on the Company's Execution Proved Wrong"" (NVDA) | Benzinga's Top Upgrades (NVDA, ANF, MIPS, WFT) | J.P. Morgan Upgrades NVIDIA Corporation To Neutral (NVDA) | JP Morgan Upgrades NVIDIA To Neutral, $21 PT",-0.020971870937623423,-0.0459850577462489,0.29214336572002425,"[{'label': 'positive', 'score': 0.9965707063674927}, {'label': 'negative', 'score': 0.003122616559267044}, {'label': 'neutral', 'score': 0.00030666746897622943}]","(0.00030666746897622943, 0.9965707063674927, 0.003122616559267044)",0.9937528510241019,0.9965707063674927,0,0,"[{'label': 'positive', 'score': 0.7523753046989441}, {'label': 'negative', 'score': 0.15825657546520233}, {'label': 'neutral', 'score': 0.0893680602312088}]","(0.0893680602312088, 0.7523753046989441, 0.15825657546520233)",0.6524246978116433,0.7523753046989441,0,0,"[{'label': 'negative', 'score': 0.9962755441665649}, {'label': 'neutral', 'score': 0.002697235206142068}, {'label': 'positive', 'score': 0.0010272033978253603}]","(0.002697235206142068, 0.0010272033978253603, 0.9962755441665649)",-0.9979400369640332,-0.9962755441665649,0,0
2011-03-09,0.4388555288314819,0.4785000085830688,0.492000013589859,0.4742499887943268,0.4872500002384186,1318976000.0,"FBR Capital Maintains Market Perform Rating, $22 PT On NVDA  | Deutsche Bank Retains NVIDIA Hold, $20 PT (NVDA) | J.P. Morgan Neutral On NVIDIA Corporation (NVDA)",-0.06374084473918318,-0.021194904420701273,0.2872344196085873,"[{'label': 'neutral', 'score': 0.9998094439506531}, {'label': 'negative', 'score': 0.0001035599852912128}, {'label': 'positive', 'score': 8.695675933267921e-05}]","(0.9998094439506531, 8.695675933267921e-05, 0.0001035599852912128)",-0.08714838158352321,-0.0001035599852912128,0,0,"[{'label': 'neutral', 'score': 0.8632372617721558}, {'label': 'positive', 'score': 0.10883425176143646}, {'label': 'negative', 'score': 0.02792847715318203}]","(0.8632372617721558, 0.10883425176143646, 0.02792847715318203)",0.5915776560642061,0.10883425176143646,0,0,"[{'label': 'positive', 'score': 0.934689998626709}, {'label': 'neutral', 'score': 0.06354513764381409}, {'label': 'negative', 'score': 0.0017649056389927864}]","(0.06354513764381409, 0.934689998626709, 0.0017649056389927864)",0.9962306660343101,0.934689998626709,0,0
2011-03-10,0.4108824729919433,0.4480000138282776,0.4709999859333038,0.4474999904632568,0.4675000011920929,1722736000.0,"Benzinga's Top ETF Decliners, March 10th (ERX, EDC, URTY, SOXL) | Benzinga's Top ETF Gainers, March 10th (ERY, EDZ, TZA, SOXS)",0.007254403924965613,-0.0658629655487809,0.4265447363377764,"[{'label': 'negative', 'score': 0.8877559900283813}, {'label': 'neutral', 'score': 0.09074290841817856}, {'label': 'positive', 'score': 0.02150110714137554}]","(0.09074290841817856, 0.02150110714137554, 0.8877559900283813)",-0.9527062099195002,-0.8877559900283813,0,0,"[{'label': 'negative', 'score': 0.47538697719573975}, {'label': 'neutral', 'score': 0.26459288597106934}, {'label': 'positive', 'score': 0.26002007722854614}]","(0.26459288597106934, 0.26002007722854614, 0.47538697719573975)",-0.29285400333260847,-0.47538697719573975,1,1,"[{'label': 'neutral', 'score': 0.9950761198997498}, {'label': 'positive', 'score': 0.0047003282234072685}, {'label': 'negative', 'score': 0.00022357118723448366}]","(0.9950761198997498, 0.0047003282234072685, 0.00022357118723448366)",0.9091893767158234,0.0047003282234072685,0,1
2011-03-11,0.4138632416725158,0.4512499868869781,0.4637500047683716,0.4415000081062317,0.4517500102519989,1486832000.0,,0.0027701025558759026,0.007228217306086156,0.47416822046696944,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2011-03-12,0.4150096476078033,0.4524999956289927,0.4645833373069763,0.44350000222524,0.4527500073115031,1325674666.6666667,,0.0027624502852800453,0.0027662728925341995,0.4978054025268097,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
