Date,Adj Close,Close,High,Low,Open,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,DistRoBERTa_adjusted_score,DistRoBERTa_raw_score,DistRoBERTa_adjusted_predictions,DistRoBERTa_raw_predictions,FinBERT_sentiment_scores,FinBERT_sentiment_vector,FinBERT_adjusted_score,FinBERT_raw_score,FinBERT_adjusted_predictions,FinBERT_raw_predictions,DeBERTa_sentiment_scores,DeBERTa_sentiment_vector,DeBERTa_adjusted_score,DeBERTa_raw_score,DeBERTa_adjusted_predictions,DeBERTa_raw_predictions
2006-12-01,20.750566482543945,29.1200008392334,29.299999237060547,28.899999618530277,29.229999542236328,72257000.0,,0.0024038356046304815,,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2006-12-02,20.80044873555501,29.190000534057617,29.37333297729492,28.989999771118164,29.229999542236328,66545800.0,,0.0023980710360916135,0.0024009510136203684,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2006-12-03,20.85033098856608,29.26000022888184,29.446666717529297,29.07999992370605,29.229999542236328,60834600.0,,0.0023923340490994475,0.0023952002523906645,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2006-12-04,20.90021324157715,29.32999992370605,29.520000457763672,29.170000076293945,29.229999542236328,55123400.0,"The Retooling of a Search Engine : Ask.com is introducing AskCity, a service that integrates maps with information about local businesses, restaurants, listings and reviews.What’s Wrong With My Voting Machine? : To the long list of recent Election Day horrors, from butterfly ballots to six-hour lines, add ""vote flipping.""",-0.006818982729618026,0.0023894769738099244,,"[{'label': 'neutral', 'score': 0.9998788833618164}, {'label': 'negative', 'score': 6.200081406859681e-05}, {'label': 'positive', 'score': 5.907166632823646e-05}]","(0.9998788833618164, 5.907166632823646e-05, 6.200081406859681e-05)",-0.024193340474727428,-6.200081406859681e-05,0,0,"[{'label': 'neutral', 'score': 0.9340791702270508}, {'label': 'positive', 'score': 0.039083026349544525}, {'label': 'negative', 'score': 0.026837849989533424}]","(0.9340791702270508, 0.039083026349544525, 0.026837849989533424)",0.18575566709740704,0.039083026349544525,0,0,"[{'label': 'neutral', 'score': 0.9619867205619812}, {'label': 'positive', 'score': 0.036703113466501236}, {'label': 'negative', 'score': 0.001310243853367865}]","(0.9619867205619812, 0.036703113466501236, 0.001310243853367865)",0.93106402876533,0.036703113466501236,0,0
2006-12-05,20.75769424438477,29.1299991607666,29.399999618530277,29.030000686645508,29.36000061035156,45606000.0,,-0.004806021067003463,-0.006842338226725878,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,0
2006-12-06,20.65792465209961,28.989999771118164,29.1299991607666,28.8700008392334,29.100000381469727,48564100.0,"Combat as Usual? Not With These Games : A few developers have gone beyond creating games just like the ones that made money last year and the year before.Duking It Out for a Houseful of Smiles : Microsoft and Sony are duking it out for dominance at the top end of the video game business.Combat as Usual? Not With These Games : THIS year, thousands of people lined up to buy the latest gaming consoles as dozens of politicians lined up to bemoan what they said were the harmful effects of violent video games on children.     The new consoles, Nintendo's Wii and Sony's PlayS...Yes, It’s a Spoof, but It’s Also Selling Something : Advertising agencies have turned to spoofing their own industry to attract viewers long enough to deliver a new message.Spam Doubles, Finding New Ways to Deliver Itself : The surge has left the antispam industry scrambling to develop new techniques to keep up.2 Hired to Overhaul Marketing Leave Their Posts at Wal-Mart : The departures coincide with slowing sales growth and several marketing stumbles at Wal-Mart, like designer-inspired fashions that have failed to sell.A Capacitor to Set Off the Blue in Your Eyes : Folks who are seeking up-to-the-nanosecond styles can choose from a growing list of jewelry laden with technology. The DVD Tackles the 21st Century : Comparing two new high-definition discs. And the winner is ...Surprising Skills : With no one looking, gadgets learned to connect the dots.",-0.004829230450284948,-0.004817607123043575,0.07241376411572605,"[{'label': 'neutral', 'score': 0.9485511779785156}, {'label': 'positive', 'score': 0.049657631665468216}, {'label': 'negative', 'score': 0.0017912453040480614}]","(0.9485511779785156, 0.049657631665468216, 0.0017912453040480614)",0.9303679532165733,0.049657631665468216,0,1,"[{'label': 'neutral', 'score': 0.8649855256080627}, {'label': 'negative', 'score': 0.07223014533519745}, {'label': 'positive', 'score': 0.06278431415557861}]","(0.8649855256080627, 0.06278431415557861, 0.07223014533519745)",-0.06996162644538201,-0.07223014533519745,1,1,"[{'label': 'neutral', 'score': 0.7991216778755188}, {'label': 'negative', 'score': 0.11654549092054367}, {'label': 'positive', 'score': 0.08433285355567932}]","(0.7991216778755188, 0.08433285355567932, 0.11654549092054367)",-0.1603589349009057,-0.11654549092054367,1,1
2006-12-07,20.558168411254883,28.850000381469727,29.06999969482422,28.809999465942383,28.959999084472656,46831100.0,Vista Is Ready. Are You? : Why it might be a better idea to wait until you need a new PC to get the latest version of Windows. ,0.019064098086245203,-0.00484092886173517,0.06985426220360944,"[{'label': 'neutral', 'score': 0.9996312856674194}, {'label': 'positive', 'score': 0.00027950029470957816}, {'label': 'negative', 'score': 8.928536408348009e-05}]","(0.9996312856674194, 0.00027950029470957816, 8.928536408348009e-05)",0.5157872224441243,0.00027950029470957816,1,0,"[{'label': 'neutral', 'score': 0.8993193507194519}, {'label': 'positive', 'score': 0.07643935084342957}, {'label': 'negative', 'score': 0.024241294711828232}]","(0.8993193507194519, 0.07643935084342957, 0.024241294711828232)",0.5184517425740266,0.07643935084342957,1,0,"[{'label': 'neutral', 'score': 0.9977413415908813}, {'label': 'positive', 'score': 0.0018606827361509204}, {'label': 'negative', 'score': 0.0003979611792601645}]","(0.9977413415908813, 0.0018606827361509204, 0.0003979611792601645)",0.64761051837803,0.0018606827361509204,1,0
2006-12-08,20.950092315673828,29.399999618530277,29.399999618530277,28.799999237060547,28.81999969482422,108854900.0,,0.0015873163130793537,0.018884655192845757,0.1686072512747259,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2006-12-09,20.98334566752116,29.446666717529297,29.51666641235352,28.90333302815755,28.94333330790202,108473933.33333331,,0.0015848007330229671,0.0015860578580751729,0.16827266253147471,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
2006-12-10,21.01659901936849,29.49333381652832,29.63333320617676,29.00666681925456,29.066666920979817,108092966.66666669,,0.0015822931137364604,0.0015835462615579727,0.1542293486240285,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,1
