Date,Adj Close,Close,High,Low,Open,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,DistRoBERTa_adjusted_score,DistRoBERTa_raw_score,DistRoBERTa_predictions,FinBERT_sentiment_scores,FinBERT_sentiment_vector,FinBERT_adjusted_score,FinBERT_raw_score,FinBERT_predictions,DeBERTa_sentiment_scores,DeBERTa_sentiment_vector,DeBERTa_adjusted_score,DeBERTa_raw_score,DeBERTa_predictions
2011-04-20,11.164095878601074,11.390000343322754,11.40999984741211,10.890000343322754,10.899999618530272,52613700.0,"Benzinga's Top ETF Decliners, April 20th (SOXS, TVIX, EDZ, SQQQ)",0.011413530335592004,,,"[{'label': 'neutral', 'score': 0.6827507615089417}, {'label': 'negative', 'score': 0.3148312270641327}, {'label': 'positive', 'score': 0.0024179299362003803}]","(0.6827507615089417, 0.0024179299362003803, 0.3148312270641327)",-0.9847569023724918,-0.3148312270641327,0,"[{'label': 'neutral', 'score': 0.9141098856925964}, {'label': 'negative', 'score': 0.051957789808511734}, {'label': 'positive', 'score': 0.033932387828826904}]","(0.9141098856925964, 0.033932387828826904, 0.051957789808511734)",-0.2098656968180344,-0.051957789808511734,0,"[{'label': 'neutral', 'score': 0.9991583824157715}, {'label': 'positive', 'score': 0.0007266043103300035}, {'label': 'negative', 'score': 0.00011506757437018678}]","(0.9991583824157715, 0.0007266043103300035, 0.00011506757437018678)",0.7265737956515568,0.0007266043103300035,0
2011-04-21,11.29151725769043,11.520000457763672,11.720000267028809,11.239999771118164,11.470000267028809,43506100.0,Earnings Preview: Sandisk (SNDK),-0.004123275314836694,0.011348887402612081,,"[{'label': 'neutral', 'score': 0.9998774528503418}, {'label': 'negative', 'score': 7.297420961549506e-05}, {'label': 'positive', 'score': 4.953916868544184e-05}]","(0.9998774528503418, 4.953916868544184e-05, 7.297420961549506e-05)",-0.19128556615660647,-7.297420961549506e-05,0,"[{'label': 'neutral', 'score': 0.9155276417732239}, {'label': 'negative', 'score': 0.057470399886369705}, {'label': 'positive', 'score': 0.027001988142728806}]","(0.9155276417732239, 0.027001988142728806, 0.057470399886369705)",-0.36069078256844517,-0.057470399886369705,0,"[{'label': 'neutral', 'score': 0.9994528889656067}, {'label': 'positive', 'score': 0.0003949370584450662}, {'label': 'negative', 'score': 0.00015212505240924656}]","(0.9994528889656067, 0.0003949370584450662, 0.00015212505240924656)",0.4438472363890003,0.0003949370584450662,0
2011-04-22,11.244958877563477,11.472500324249268,11.662500143051147,11.242499828338625,11.46750020980835,37741350.0,,-0.004140347105853093,-0.0041317994541487935,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-04-23,11.198400497436523,11.425000190734863,11.605000019073486,11.244999885559082,11.46500015258789,31976600.0,,-0.0041575608508893636,-0.004148942075239608,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-04-24,11.15184211730957,11.37750005722046,11.547499895095823,11.24749994277954,11.462500095367432,26211850.0,,-0.004174918327885191,-0.004166227536861069,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-04-25,11.105283737182615,11.329999923706056,11.489999771118164,11.25,11.460000038146973,20447100.0,"Hot Stocks to Buy on 4/25/11 and April 26, 2011- TZOO, NWD, JKS, SHZ, SINA, BIIB, CSNHD…",0.02471312752485888,-0.004183657631808955,0.11008596981269438,"[{'label': 'neutral', 'score': 0.9997779726982117}, {'label': 'positive', 'score': 0.00013841016334481537}, {'label': 'negative', 'score': 8.370905561605468e-05}]","(0.9997779726982117, 0.00013841016334481537, 8.370905561605468e-05)",0.24626913413736246,0.00013841016334481537,0,"[{'label': 'neutral', 'score': 0.8826091885566711}, {'label': 'positive', 'score': 0.10540270060300827}, {'label': 'negative', 'score': 0.011988137848675251}]","(0.8826091885566711, 0.10540270060300827, 0.011988137848675251)",0.7957568408780145,0.10540270060300827,1,"[{'label': 'positive', 'score': 0.8470134735107422}, {'label': 'neutral', 'score': 0.15243901312351227}, {'label': 'negative', 'score': 0.0005475041107274592}]","(0.15243901312351227, 0.8470134735107422, 0.0005475041107274592)",0.9987080478568895,0.8470134735107422,1
2011-04-26,11.379731178283691,11.609999656677246,11.649999618530272,11.3100004196167,11.359999656677246,27400000.0,,0.016365248895450435,0.02441269783238717,0.20282962806326799,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1
2011-04-27,11.565961837768556,11.800000190734863,11.829999923706056,11.56999969482422,11.600000381469728,29748500.0,"CEOWORLD Most Actives Technology Stocks by volume Watch on 4/27/11- AAPL, INTC, MSFT, CSCO, BIDU | CEOWORLD Technology Stocks Watch on 4/27/11 (Top Gainers)- IIVI, REDF, SMOD, UCTT, NEWP",-0.027118698586953704,0.016232781497087356,0.21782092017145707,"[{'label': 'neutral', 'score': 0.9998812675476074}, {'label': 'negative', 'score': 7.105124677764252e-05}, {'label': 'positive', 'score': 4.7717247070977464e-05}]","(0.9998812675476074, 4.7717247070977464e-05, 7.105124677764252e-05)",-0.1964662424397342,-7.105124677764252e-05,1,"[{'label': 'neutral', 'score': 0.8480594754219055}, {'label': 'positive', 'score': 0.13582535088062286}, {'label': 'negative', 'score': 0.01611517183482647}]","(0.8480594754219055, 0.13582535088062286, 0.01611517183482647)",0.787875261361229,0.13582535088062286,0,"[{'label': 'neutral', 'score': 0.9975976347923279}, {'label': 'positive', 'score': 0.0022315585520118475}, {'label': 'negative', 'score': 0.00017071643378585577}]","(0.9975976347923279, 0.0022315585520118475, 0.00017071643378585577)",0.8578710307561501,0.0022315585520118475,0
2011-04-28,11.252307891845703,11.479999542236328,11.770000457763672,11.270000457763672,11.699999809265137,37391800.0,"Micron Technology Smashed (MU) | CEOWORLD Top Stocks to Watch for 4/28/11- MCP, HDY, KOG, TIV, SSN, PZG, AIG, SIRI, LVS, DRYS, FAZ, RIMM, CSCO",-0.013937269494083915,-0.027493196619055138,0.32198326463084886,"[{'label': 'neutral', 'score': 0.9998570680618286}, {'label': 'negative', 'score': 7.26837242837064e-05}, {'label': 'positive', 'score': 7.019652548478916e-05}]","(0.9998570680618286, 7.019652548478916e-05, 7.26837242837064e-05)",-0.017407575945221018,-7.26837242837064e-05,1,"[{'label': 'neutral', 'score': 0.9007686376571655}, {'label': 'positive', 'score': 0.08618941903114319}, {'label': 'negative', 'score': 0.013041967526078224}]","(0.9007686376571655, 0.08618941903114319, 0.013041967526078224)",0.737140274290985,0.08618941903114319,0,"[{'label': 'neutral', 'score': 0.9169849157333374}, {'label': 'negative', 'score': 0.07982483506202698}, {'label': 'positive', 'score': 0.0031902804039418697}]","(0.9169849157333374, 0.0031902804039418697, 0.07982483506202698)",-0.9231397707264603,-0.07982483506202698,0
2011-04-29,11.09547996520996,11.31999969482422,11.449999809265137,11.149999618530272,11.449999809265137,36678800.0,,-0.0023557104199875,-0.014035305200489871,0.33905338295749055,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1
