Date,Adj Close,Close,High,Low,Open,Volume,News,trend_1d,log_returns,volatility_5d,DistRoBERTa_sentiment_scores,DistRoBERTa_sentiment_vector,DistRoBERTa_adjusted_score,DistRoBERTa_raw_score,DistRoBERTa_predictions,FinBERT_sentiment_scores,FinBERT_sentiment_vector,FinBERT_adjusted_score,FinBERT_raw_score,FinBERT_predictions,DeBERTa_sentiment_scores,DeBERTa_sentiment_vector,DeBERTa_adjusted_score,DeBERTa_raw_score,DeBERTa_predictions
2011-03-17,48.25580978393555,54.650001525878906,55.2400016784668,54.130001068115234,55.0099983215332,94434500.0,"ETFs To Watch March 17, 2011 (CZI, EZJ, TMF, VNM)",-0.0036596661913128603,,,"[{'label': 'neutral', 'score': 0.9998714923858643}, {'label': 'negative', 'score': 7.39985698601231e-05}, {'label': 'positive', 'score': 5.449120726552792e-05}]","(0.9998714923858643, 5.449120726552792e-05, 7.39985698601231e-05)",-0.15182034735353925,-7.39985698601231e-05,0,"[{'label': 'neutral', 'score': 0.9366158843040466}, {'label': 'positive', 'score': 0.044845931231975555}, {'label': 'negative', 'score': 0.01853819563984871}]","(0.9366158843040466, 0.044845931231975555, 0.01853819563984871)",0.41505242543336596,0.044845931231975555,0,"[{'label': 'neutral', 'score': 0.999548614025116}, {'label': 'positive', 'score': 0.00032104187994264066}, {'label': 'negative', 'score': 0.00013037688040640205}]","(0.999548614025116, 0.00032104187994264066, 0.00013037688040640205)",0.42236835568998954,0.00032104187994264066,0
2011-03-18,48.14704132080078,54.45000076293945,55.220001220703125,54.40999984741211,55.220001220703125,94887200.0,,0.006427910758177058,-0.0036663791527654743,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-03-19,48.45653279622396,54.800000508626304,55.40666707356771,54.43999989827474,55.24000040690104,82399133.33333333,,0.006386856613837866,0.006407339844758405,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-03-20,48.76602427164713,55.15000025431315,55.59333292643229,54.46999994913737,55.25999959309896,69911066.66666667,,0.006346323555265654,0.0063665470753388066,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-03-21,49.07551574707031,55.5,55.77999877929688,54.5,55.27999877929688,57423000.0,,-0.0018017743084881577,0.006326270441578254,,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,0
2011-03-22,48.987091064453125,55.400001525878906,55.61000061035156,55.27999877929688,55.58000183105469,36162100.0,,0.005595623647211223,-0.0018033994562105162,0.07982595523324963,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1
2011-03-23,49.26119613647461,55.709999084472656,55.869998931884766,54.81999969482422,55.20000076293945,60365100.0,"Stocks Grind Higher On Wednesday (SPY, QQQQ, GLD, USO, TLT, UUP) | Doug Kass Shorting Broader ETFs (IWM, SPY, QQQ) | Reminder: QQQQ Changes To QQQ Today (QQQQ, QQQ) | PowerShares QQQ Ticker to Change from ‘QQQQ' to ‘QQQ'",0.017770628158971347,0.005580026302739409,0.05686537839870914,"[{'label': 'positive', 'score': 0.9908665418624878}, {'label': 'neutral', 'score': 0.006453904788941145}, {'label': 'negative', 'score': 0.00267951306886971}]","(0.006453904788941145, 0.9908665418624878, 0.00267951306886971)",0.9946061623302307,0.9908665418624878,1,"[{'label': 'neutral', 'score': 0.7773581743240356}, {'label': 'negative', 'score': 0.1256733387708664}, {'label': 'positive', 'score': 0.09696849435567856}]","(0.7773581743240356, 0.09696849435567856, 0.1256733387708664)",-0.12892835102948783,-0.1256733387708664,0,"[{'label': 'positive', 'score': 0.6967120170593262}, {'label': 'neutral', 'score': 0.301186203956604}, {'label': 'negative', 'score': 0.0021017473191022873}]","(0.301186203956604, 0.6967120170593262, 0.0021017473191022873)",0.9939848141915988,0.6967120170593262,1
2011-03-24,50.136600494384766,56.70000076293945,56.81999969482422,55.81999969482422,56.130001068115234,69502400.0,,0.0024691250046675606,0.017614576590510814,0.11023150533029286,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1
2011-03-25,50.260398864746094,56.84000015258789,57.220001220703125,56.72999954223633,56.880001068115234,74131100.0,"Stocks Rise To Close Out Week (SPY, QQQQ, GLD, USO, TLT, UUP) | ETF Plays For Research In Motion Earnings/Guidance",-0.001817976615404726,0.0024660817239874388,0.11462562743230952,"[{'label': 'positive', 'score': 0.9987848401069641}, {'label': 'neutral', 'score': 0.000932017108425498}, {'label': 'negative', 'score': 0.0002831505553331226}]","(0.000932017108425498, 0.9987848401069641, 0.0002831505553331226)",0.9994331705990391,0.9987848401069641,0,"[{'label': 'positive', 'score': 0.5838184356689453}, {'label': 'neutral', 'score': 0.3541553318500519}, {'label': 'negative', 'score': 0.06202629953622818}]","(0.3541553318500519, 0.5838184356689453, 0.06202629953622818)",0.8079219473190457,0.5838184356689453,0,"[{'label': 'positive', 'score': 0.9926978945732117}, {'label': 'neutral', 'score': 0.006967826280742884}, {'label': 'negative', 'score': 0.0003342812124174088}]","(0.006967826280742884, 0.9926978945732117, 0.0003342812124174088)",0.9993267464628668,0.9926978945732117,0
2011-03-26,50.16902923583984,56.73666636149088,57.18000030517578,56.653333028157554,56.95000076293945,62028733.333333336,,-0.0018212876738055161,-0.0018196311404544596,0.12722485386246063,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1,"[{'label': 'neutral', 'score': 1.0}, {'label': 'negative', 'score': 0}, {'label': 'positive', 'score': 0}]","(1.0, 0, 0)",0.0,0.0,1
